date,shown,clicked,converted,avg_cost_per_click,total_revenue,ad
10/31/15,73635,6367,270,2.03,4242.93,ad_group_37
11/1/15,70904,6569,272,2.12,3390.52,ad_group_37
11/2/15,73481,5558,284,1.84,3630.9,ad_group_37
11/3/15,73645,6050,300,1.94,4487.43,ad_group_37
11/4/15,74771,6361,318,1.99,5853.05,ad_group_37
11/5/15,76168,7242,288,2.18,5602.27,ad_group_37
11/6/15,73271,5005,343,1.61,6951.96,ad_group_37
11/7/15,70562,5776,295,1.92,3593.93,ad_group_37
11/8/15,73197,6478,343,2.08,5829.2,ad_group_37
11/9/15,74510,6348,260,1.97,4436.13,ad_group_37
11/10/15,73847,5272,333,1.68,5503.95,ad_group_37
11/11/15,70479,6315,327,2.06,4020.4,ad_group_37
11/12/15,69460,5542,310,1.89,4285.16,ad_group_37
11/13/15,72323,6129,322,1.99,4121.41,ad_group_37
11/14/15,71376,6351,320,2.06,4794.49,ad_group_37
11/15/15,68617,6552,327,2.2,6414.74,ad_group_37
11/16/15,74848,4927,291,1.54,5525.63,ad_group_37
11/17/15,71313,5734,321,1.94,4946.35,ad_group_37
11/18/15,71617,6668,324,2.15,2120.61,ad_group_37
11/19/15,71088,6219,294,2.02,2503.99,ad_group_37
11/20/15,74720,6184,341,1.93,6445.96,ad_group_37
11/21/15,77180,6104,348,1.84,5411.25,ad_group_37
11/22/15,75605,6969,336,2.16,6691.6,ad_group_37
10/1/15,171855,10977,78,1.42,1806.32,ad_group_38
10/2/15,158942,10794,73,1.48,1511.73,ad_group_38
10/3/15,174593,10339,84,1.31,1324.19,ad_group_38
10/4/15,163974,10892,82,1.45,1398.62,ad_group_38
10/5/15,171412,10580,80,1.37,1363.95,ad_group_38
10/6/15,169761,8780,74,1.17,1139.77,ad_group_38
10/7/15,185302,12662,66,1.52,1180.93,ad_group_38
10/8/15,171079,11290,73,1.47,971.2,ad_group_38
10/9/15,171025,11222,73,1.48,1199.88,ad_group_38
10/10/15,176514,10171,79,1.32,734.87,ad_group_38
10/11/15,177515,10890,70,1.36,1233.94,ad_group_38
10/12/15,177820,11201,81,1.39,826.08,ad_group_38
10/13/15,176582,9316,77,1.21,769.8,ad_group_38
10/14/15,173963,9889,58,1.29,456.21,ad_group_38
10/15/15,173840,12924,83,1.64,683.35,ad_group_38
10/16/15,186948,13391,84,1.6,1152.17,ad_group_38
10/17/15,180587,12213,68,1.51,825.32,ad_group_38
10/18/15,187300,10536,79,1.24,598.09,ad_group_38
10/19/15,176444,12696,94,1.59,1398.6,ad_group_38
10/20/15,173935,11164,80,1.45,749.2,ad_group_38
10/21/15,174891,11029,83,1.41,908.33,ad_group_38
10/22/15,177070,12363,90,1.53,56.83,ad_group_38
10/23/15,176550,10737,69,1.38,1611.78,ad_group_38
10/24/15,169106,9926,65,1.34,731.34,ad_group_38
10/25/15,182002,11140,89,1.38,1388.3,ad_group_38
10/26/15,183735,12699,75,1.51,1465.16,ad_group_38
10/27/15,174992,11193,74,1.41,1249.92,ad_group_38
10/28/15,165846,10404,75,1.41,1007.8,ad_group_38
10/29/15,162887,9649,84,1.33,911.82,ad_group_38
10/30/15,166964,9688,83,1.3,1054.03,ad_group_38
10/31/15,165280,10629,88,1.43,959.64,ad_group_38
11/1/15,179522,11545,81,1.43,914.7,ad_group_38
11/2/15,174103,10464,77,1.36,1267.2,ad_group_38
11/3/15,173219,11902,77,1.52,696.96,ad_group_38
11/4/15,172441,10272,78,1.31,887.12,ad_group_38
11/5/15,161785,10672,70,1.45,973.8,ad_group_38
11/6/15,180309,9197,91,1.15,1437.83,ad_group_38
11/7/15,180707,11906,75,1.45,1072.38,ad_group_38
11/8/15,176303,11428,69,1.46,1458.43,ad_group_38
11/9/15,174273,9844,89,1.26,1186.32,ad_group_38
11/10/15,174256,9107,85,1.17,1069.38,ad_group_38
11/11/15,180971,10458,73,1.29,1468.65,ad_group_38
11/12/15,181922,10138,75,1.26,597.6,ad_group_38
11/13/15,184036,10895,83,1.32,1367.19,ad_group_38
11/14/15,173271,11062,65,1.4,1729.61,ad_group_38
11/15/15,170972,12453,79,1.62,867.5,ad_group_38
11/16/15,173170,9754,80,1.28,1318.55,ad_group_38
11/17/15,181101,12726,92,1.53,1736.56,ad_group_38
11/18/15,177337,11281,65,1.4,1304.37,ad_group_38
11/19/15,176147,11071,88,1.4,1091.88,ad_group_38
11/20/15,174599,11219,86,1.45,1473.27,ad_group_38
11/21/15,181753,11129,74,1.37,710.37,ad_group_38
11/22/15,173351,10383,80,1.34,1107.61,ad_group_38
10/1/15,21868,896,1,1.79,20.22,ad_group_39
10/2/15,23487,957,1,1.69,16.66,ad_group_39
10/3/15,21925,754,1,1.38,10.45,ad_group_39
10/4/15,21892,986,1,1.66,22.32,ad_group_39
10/5/15,23877,812,1,1.56,12.02,ad_group_39
10/6/15,23248,889,1,1.38,8.27,ad_group_39
10/7/15,23251,859,1,1.42,16.65,ad_group_39
10/8/15,23655,1054,1,1.69,20.57,ad_group_39
10/9/15,25398,1037,2,1.67,34.93,ad_group_39
10/10/15,24007,882,1,1.53,16.81,ad_group_39
10/11/15,24845,1165,1,1.85,14.56,ad_group_39
10/12/15,26121,754,2,1.25,28.07,ad_group_39
10/13/15,26085,1127,2,1.75,27.64,ad_group_39
10/14/15,27764,1369,2,1.74,35.85,ad_group_39
10/15/15,26028,1067,2,1.58,39.99,ad_group_39
10/16/15,26508,856,1,1.38,17.25,ad_group_39
10/17/15,25588,1025,1,1.56,17.07,ad_group_39
10/18/15,24643,992,2,1.53,27.21,ad_group_39
10/19/15,25936,1021,1,1.56,12.26,ad_group_39
10/20/15,25618,959,2,1.48,26.46,ad_group_39
10/21/15,26859,960,2,1.5,14.94,ad_group_39
10/22/15,25983,1138,1,1.72,14.73,ad_group_39
10/23/15,26134,1007,1,1.59,8.44,ad_group_39
10/24/15,25174,794,1,1.39,21.35,ad_group_39
10/25/15,24000,909,1,1.58,16.8,ad_group_39
10/26/15,25987,786,2,1.51,35.45,ad_group_39
10/27/15,24797,846,1,1.51,13.22,ad_group_39
10/28/15,26153,1110,2,1.72,38.15,ad_group_39
10/29/15,25116,984,2,1.59,33.79,ad_group_39
10/30/15,25753,1201,1,1.76,26.03,ad_group_39
10/31/15,24357,901,1,1.54,5.65,ad_group_39
11/1/15,24070,978,1,1.56,19.69,ad_group_39
11/2/15,25605,1114,1,1.67,22.37,ad_group_39
11/3/15,27313,1156,2,1.54,29.86,ad_group_39
11/4/15,26187,1028,1,1.52,21.04,ad_group_39
11/5/15,25296,1242,1,1.76,13.66,ad_group_39
11/6/15,25683,892,1,1.48,21.48,ad_group_39
11/7/15,25857,891,1,1.54,13.65,ad_group_39
11/8/15,26848,1090,1,1.72,8.6,ad_group_39
11/9/15,25235,1017,1,1.77,23.7,ad_group_39
11/10/15,25879,926,1,1.51,10.51,ad_group_39
11/11/15,26485,1084,1,1.64,19.78,ad_group_39
11/12/15,25473,1069,1,1.7,22.95,ad_group_39
11/13/15,25475,1087,1,1.73,15.11,ad_group_39
11/14/15,24097,961,1,1.67,8.57,ad_group_39
11/15/15,26676,1076,1,1.61,24.03,ad_group_39
11/16/15,26552,1289,2,1.83,28.66,ad_group_39
11/17/15,26804,1104,1,1.62,11.72,ad_group_39
11/18/15,26630,935,2,1.46,3.36,ad_group_39
11/19/15,25364,1011,1,1.61,14.92,ad_group_39
11/20/15,25388,842,1,1.53,14.7,ad_group_39
11/21/15,25534,1035,1,1.5,20.52,ad_group_39
11/22/15,24202,1122,1,1.67,12.85,ad_group_39
10/1/15,67611,1094,34,0.94,677.19,ad_group_40
10/2/15,71018,1060,30,0.91,350.42,ad_group_40
10/3/15,75323,1171,33,1.04,599.11,ad_group_40
10/4/15,74099,1077,30,0.96,435.3,ad_group_40
10/5/15,74188,1164,34,0.99,472.39,ad_group_40
10/6/15,72287,1245,33,0.87,902,ad_group_40
10/7/15,74536,1218,35,0.97,662.84,ad_group_40
10/8/15,75332,1116,35,0.91,588.48,ad_group_40
10/9/15,74610,1484,32,1.01,508.2,ad_group_40
10/10/15,76254,1205,33,0.97,738.16,ad_group_40
10/11/15,78582,1232,36,0.92,396.01,ad_group_40
10/12/15,81249,1438,33,1.18,408.06,ad_group_40
10/13/15,80239,977,35,0.89,369.76,ad_group_40
10/14/15,75823,1370,40,0.94,656.61,ad_group_40
10/15/15,76738,1182,36,0.95,854.4,ad_group_40
10/16/15,81843,1249,41,0.96,420.28,ad_group_40
10/17/15,76464,1272,37,1,356.17,ad_group_40
10/18/15,78954,1212,39,0.93,844.58,ad_group_40
10/19/15,79883,1343,34,0.89,230.16,ad_group_40
10/20/15,81383,1392,34,0.92,327.86,ad_group_40
10/21/15,78776,1303,32,1.04,453.94,ad_group_40
10/22/15,77436,1201,34,0.97,581.39,ad_group_40
10/23/15,79366,1122,34,1,454.2,ad_group_40
10/24/15,74743,1311,38,1.04,346.91,ad_group_40
10/25/15,71129,1317,30,1.16,556.21,ad_group_40
10/26/15,77591,1265,37,0.96,859.38,ad_group_40
10/27/15,78166,1107,37,0.93,373.1,ad_group_40
10/28/15,80270,1151,41,0.96,-92.06,ad_group_40
10/29/15,75934,852,31,0.88,471.8,ad_group_40
10/30/15,81931,1401,37,0.89,435.49,ad_group_40
10/31/15,77791,1283,36,1.05,624.08,ad_group_40
11/1/15,75657,1117,35,0.99,456.86,ad_group_40
11/2/15,79224,1155,35,0.96,582.28,ad_group_40
11/3/15,81000,1276,30,1.03,483.05,ad_group_40
11/4/15,75922,1523,33,1.07,625.9,ad_group_40
11/5/15,78165,1499,28,0.95,433.99,ad_group_40
11/6/15,78742,1423,37,1.05,578.95,ad_group_40
11/7/15,78026,1608,38,1.23,543.94,ad_group_40
11/8/15,74639,1446,35,1.08,654.11,ad_group_40
11/9/15,78442,1483,35,1.11,279.14,ad_group_40
11/10/15,81670,1423,35,0.95,560.69,ad_group_40
11/11/15,82808,1380,37,0.98,310.7,ad_group_40
11/12/15,79615,1250,38,0.98,653.12,ad_group_40
11/13/15,81387,1551,34,1.13,550.35,ad_group_40
11/14/15,80037,1330,34,1.06,641.91,ad_group_40
11/15/15,77695,1418,32,1.07,632.65,ad_group_40
11/16/15,76121,1216,37,0.94,322.06,ad_group_40
11/17/15,79471,1271,36,0.95,695.57,ad_group_40
11/18/15,78111,1326,37,1.01,553.36,ad_group_40
11/19/15,79857,1413,34,1,840.72,ad_group_40
11/20/15,75695,1332,35,1.09,468.95,ad_group_40
11/21/15,73761,1336,36,1.11,437.03,ad_group_40
11/22/15,77907,1391,34,0.99,409.3,ad_group_40
